"id","p__title","p__body","p__accepted_answer_id","p__answer_count","p__comment_count","p__community_owned_date","p__creation_date","p__favorite_count","p__last_activity_date","p__last_edit_date","p__last_editor_display_name","p__last_editor_user_id","p__owner_display_name","owner_user_id","p__parent_id","p__post_type_id","score","p__tags","p__view_count"
"31618067","null","<p>If you want to loop through a whole sheet you can do it like this.</p> <pre><code>Dim lRow as long Dim strA as string Dim strB as string Dim ws As Excel.Worksheet Set ws = ActiveWorkbook.Sheets( Sheet1 ) lRow = 1 Do While lRow <= ws.UsedRange.Rows.count 'Read the data from columnA strA = ws.Range( A & lRow).Value 'do something with the value you got from A strB = strA & some other text strB = log(strA) 'Write it to C ws.Range( C & lRow).Value = strB lRow = lRow + 1 ws.Range( A & lRow).Activate Loop </code></pre> <p>Or if you just want a certain predefined row it would be more hard coded like this.</p> <pre><code>'Read the data from columnA strA = ws.Range( A6 ).Value 'do something with the value you got from A strB = strA & some other text strB = log(strA) 'Write it to C ws.Range( C6 ).Value = strB </code></pre>","null","null","4","null","2015-07-24 19:09:58.820 UTC","null","2015-07-24 19:28:55.750 UTC","2015-07-24 19:28:55.750 UTC","null","5073840","null","5073840","31617819","2","1","","null"
"34175862","null","<p>Alternative solution is to use <a href= https://docs.chef.io/knife_status.html rel= nofollow ><code>knife status</code></a> which will list nodes with last run update time.</p> <p>Unfortunately knife status has an option to filter healthy nodes (checked in within last hour) but not to filter unhealthy ones so you have to filter the output with something:</p> <pre><code>knife status | awk -F'' 'BEGIN {cmd= date +\ %s\ ; cmd | getline sdate; close(cmd)},{cmd= date -d \ $1 \ +\ %s\ ;cmd | getline rdate; close(cmd); if ((sdate - rdate) <= 3600) print $2}' </code></pre> <p>Awk script detailled:</p> <ul> <li><code>BEGIN {cmd= date +\ %s\ ; cmd | getline sdate; close(cmd)}</code> store the actual date in <code>sdate</code> variable</li> <li><code>{cmd= date -d \ $1 \ +\ %s\ ;cmd | getline rdate; close(cmd);</code> store the run date in <code>rdate</code></li> <li><code>if ((sdate - rdate) <= 3600) print $2}</code> if difference under 1 hour print the node name.</li> </ul> <p>That said @coderanger answer is easiest to adapt to print other informations from the node.</p>","null","null","4","null","2015-12-09 10:01:45.703 UTC","null","2015-12-09 10:01:45.703 UTC","null","null","null","null","3627607","34167433","2","1","","null"
"34070863","null","<p>First idea coming to my mind was to have a look at <code>table</code> definition which start by:</p> <pre><code>> table function (... exclude = if (useNA == no ) c(NA NaN) useNA = c( no  ifany  always ) dnn = list.names(...) deparse.level = 1) { </code></pre> <p>Sounds logical by default table exclude <code>NA</code> and <code>NaN</code>.</p> <p>Digging within table code we see that if <code>x</code>is not a factor it coerce it to a factor (nothing new here it's said in the doc).</p> <pre><code> else { a <- factor(a exclude = exclude) </code></pre> <p>I didn't find anything else which could have impacted the input to coerce <code> NaN </code> into <code>NA</code> values.</p> <p>So looking into factor to get the why we find the root cause:</p> <pre><code>> factor function (x = character() levels labels = levels exclude = NA ordered = is.ordered(x) nmax = NA) { [...] # Snipped for brievety exclude <- as.vector(exclude typeof(x)) x <- as.character(x) levels <- levels[is.na(match(levels exclude))] # defined in the snipped part above is the sorted unique values of input vector coerced to char. f <- match(x levels) [...] f } </code></pre> <p>Here we got it the exclude parameter even being <code>NA</code> values is coerced into a character vector.</p> <p>So what happens is:</p> <pre><code>> ex_vec <- c( Non  Non  Nan  Oui  NaN  NA) > excludes<-c(NANaN) > as.vector(excludes character ) [1] NA NaN > match(ex_vecas.vector(excludes character )) [1] NA NA NA NA 2 1 </code></pre> <p>We do match character NaN as the exclude vector as been coerced to character before comparison.</p>","null","null","3","null","2015-12-03 16:12:35.917 UTC","null","2015-12-03 16:20:47.120 UTC","2015-12-03 16:20:47.120 UTC","null","3627607","null","3627607","34070563","2","5","","null"
"34070863","null","<p>First idea coming to my mind was to have a look at <code>table</code> definition which start by:</p> <pre><code>> table function (... exclude = if (useNA == no ) c(NA NaN) useNA = c( no  ifany  always ) dnn = list.names(...) deparse.level = 1) { </code></pre> <p>Sounds logical by default table exclude <code>NA</code> and <code>NaN</code>.</p> <p>Digging within table code we see that if <code>x</code>is not a factor it coerce it to a factor (nothing new here it's said in the doc).</p> <pre><code> else { a <- factor(a exclude = exclude) </code></pre> <p>I didn't find anything else which could have impacted the input to coerce <code> NaN </code> into <code>NA</code> values.</p> <p>So looking into factor to get the why we find the root cause:</p> <pre><code>> factor function (x = character() levels labels = levels exclude = NA ordered = is.ordered(x) nmax = NA) { [...] # Snipped for brievety exclude <- as.vector(exclude typeof(x)) x <- as.character(x) levels <- levels[is.na(match(levels exclude))] # defined in the snipped part above is the sorted unique values of input vector coerced to char. f <- match(x levels) [...] f } </code></pre> <p>Here we got it the exclude parameter even being <code>NA</code> values is coerced into a character vector.</p> <p>So what happens is:</p> <pre><code>> ex_vec <- c( Non  Non  Nan  Oui  NaN  NA) > excludes<-c(NANaN) > as.vector(excludes character ) [1] NA NaN > match(ex_vecas.vector(excludes character )) [1] NA NA NA NA 2 1 </code></pre> <p>We do match character NaN as the exclude vector as been coerced to character before comparison.</p>","null","null","3","null","2015-12-03 16:12:35.917 UTC","null","2015-12-03 16:20:47.120 UTC","2015-12-03 16:20:47.120 UTC","null","3627607","null","3627607","34070563","2","5","","null"
"32127000","null","<p>Use a workbook object</p> <pre><code>Dim vCrit As Variant Dim wsO As Worksheet Dim wsL As Worksheet Dim rngCrit As Range Dim rngOrders As Range Set wsO = Worksheets( Detail Aging (2) ) Dim wb As Workbook Set wb = Workbooks.Open(Filename:= C:\Users\lm733600\Desktop\Fabrizio\Collectible Blank.xlsm  ReadOnly:=True) set wsL = wb.Sheets( Sheet1 ) Set rngOrders = wsO.Range( $A$1 ).CurrentRegion Set rngCrit = wsL.Range( ColRange ) </code></pre>","null","null","6","null","2015-08-20 19:43:36.690 UTC","null","2015-08-20 19:57:00.073 UTC","2015-08-20 19:57:00.073 UTC","null","5073840","null","5073840","32126847","2","3","","null"
"32335391","null","<p>You need to set range before you can use it.</p> <pre><code>Dim Rng As Range Set Rng = Range( C & i) txt = Rng.Value </code></pre> <p>Also you will need to set i = some row number before you can use it. You now have</p> <pre><code>Dim i As Integer Dim Authors As Variant Set Rng = Range( C & i) </code></pre> <p>But i isn't set yet. You need to set it.</p> <pre><code>Dim i As Integer Dim Authors As Variant i = 1 Set Rng = Range( C & i) </code></pre> <p>EDIT: per OP comments.</p> <p>Look at putting all that into a loop over the rows.</p> <pre><code>Sub SplitTest() Dim ws As Excel.Worksheet Dim lRow As Long Dim txt As String Dim Rng As Range Dim i As Integer Dim Authors As Variant Dim strColumn As String Set ws = Application.ActiveSheet lRow = 1 'Loop through process each row. Do While lRow <= ws.UsedRange.Rows.count Set Rng = Range( C & lRow) txt = Rng.Value Authors = Split(txt [ . ]) 'Loop through the split results and put them in column to the right For i = 0 To UBound(Authors) strColumn = Col_Letter(i + 4) ws.Range(strColumn & lRow) = Authors(i) Next i lRow = lRow + 1 Loop End Sub </code></pre> <p>Add this function</p> <pre><code>Function Col_Letter(lngCol As Long) As String Dim vArr vArr = Split(Cells(1 lngCol).Address(True False) $ ) Col_Letter = vArr(0) End Function </code></pre>","null","null","13","null","2015-09-01 15:23:18.953 UTC","null","2015-09-01 16:21:08.777 UTC","2015-09-01 16:21:08.777 UTC","null","5073840","null","5073840","32335309","2","2","","null"
"31406842","null","<p>Write a macro that uses filesystemobjects to loop through directory where the spreadsheets are. Loop through each sheet and analyse the column names.</p> <p>Here is how you would loop through each sheet.</p> <pre><code>Private Sub CommandButton7_Click() Dim ws As Excel.Worksheet Dim iCol As Integer Dim strName As String Dim iIndex As Integer 'Loop through the sheets. For iIndex = 1 To Application.Worksheets.Count Set ws = Application.Worksheets(iIndex) 'Loop through the columns. For iCol = 1 To ws.UsedRange.Columns.Count 'Check row 1 of this column for first char of * If Left(ws.Cells(1 iCol).Value 1) = * Then 'We have found a column with the first char of * ws.Columns(iCol).EntireColumn.Delete End If Next iCol Next iIndex ActiveWorkbook.SaveAs Filename:= C:\temp\newfiles\ & ActiveWorkbook.Name FileFormat:=xlWorkbookNormal End Sub </code></pre> <p>If you want to look for an * anywhere in the cell you could use instr()</p> <pre><code>Private Sub CommandButton7_Click() Dim ws As Excel.Worksheet Dim iCol As Integer Dim strName As String Dim iIndex As Integer 'Loop through the sheets. For iIndex = 1 To Application.Worksheets.Count Set ws = Application.Worksheets(iIndex) 'Loop through the columns. For iCol = 1 To ws.UsedRange.Columns.Count 'Check row 1 of this column for the char of * If instr(ws.Cells(1 iCol).Value * ) > 0 Then 'We have found a column with the char of * ws.Columns(iCol).EntireColumn.Delete End If Next iCol Next iIndex ActiveWorkbook.SaveAs Filename:= C:\temp\newfiles\ & ActiveWorkbook.Name FileFormat:=xlWorkbookNormal End Sub </code></pre> <p>Here is a basic loop files in a given directory. Hope this gets you there.</p> <pre><code>Private Sub CommandButton7_Click() Dim wb As Workbook Dim ws As Excel.Worksheet Dim iCol As Integer Dim strName As String Dim iIndex As Integer Dim strPath As String Dim strFile As String strPath = c:\temp\oldfiles\ strFile = Dir(strPath & *.xlsx ) Do While strFile <> Set wb = Workbooks.Open(Filename:=strPath & strFile) 'Loop through the sheets. For iIndex = 1 To Application.Worksheets.Count Set ws = Application.Worksheets(iIndex) 'Loop through the columns. For iCol = 1 To ws.UsedRange.Columns.Count 'Check row 1 of this column for the char of * If InStr(ws.Cells(1 iCol).Value * ) > 0 Then 'We have found a column with the char of * ws.Columns(iCol).EntireColumn.Delete End If Next iCol Next iIndex wb.SaveAs Filename:= C:\temp\newfiles\ & wb.Name FileFormat:=xlOpenXMLWorkbook wb.Close SaveChanges:=False strFile = Dir Loop End Sub </code></pre>","null","null","13","null","2015-07-14 12:39:18.953 UTC","null","2015-07-14 13:29:16.947 UTC","2015-07-14 13:29:16.947 UTC","null","5073840","null","5073840","31406348","2","3","","null"
"25723802","null","<p>It would be easier if you tell us more about your environement:</p> <p>Do you need a proxy to surf ? (curl is still http protocol)</p> <p>Does www.opscode.com resolve (with something like <code>dig www.opscode.com</code>)</p> <p>According to the error it sounds more a firewalling/network configuration problem than something else.</p> <p>So check:</p> <ol> <li>Is the gateway corretly configured</li> <li>If you need a proxy are the http_proxy and https_proxy env vars set ?</li> <li>If there's firewalling somewhere does it allow your machine to access port 443 on the internet</li> </ol>","null","null","2","null","2014-09-08 12:01:18.657 UTC","null","2014-09-08 12:01:18.657 UTC","null","null","null","null","3627607","25723719","2","1","","null"
"18806372","Using fgets to read from a file","<p>A Small C question for you appreciate your help:</p> <p>A file's first line is:<br> add A <br> It has more lines beneath.</p> <p>I'm reading the first line from the file using fgets:</p> <pre><code>char str [500]; fgets(strsizeof(str)filePointer); </code></pre> <p>Since fgets stops at the newline char I replace the unwanted newline char with '\0':</p> <pre><code>char *p; if ((p = strchr(str '\n')) != NULL) *p = '\0'; </code></pre> <p>Now if I print str this way:</p> <pre><code>printf( DEBUG: str:=[%s]\n str); </code></pre> <p>Why do I get a crappy output like this:</p> <pre><code>]EBUG: str:=[add A </code></pre> <p>and not:</p> <pre><code>DEBUG: str:=[add A] </code></pre> <p>??<br> Thanks!!</p>","18806580","1","3","null","2013-09-14 21:04:31.093 UTC","1","2013-09-14 21:30:03.627 UTC","2013-09-14 21:15:59.367 UTC","null","640989","null","640989","null","1","2","c","253"
"37256717","null","<p>One way would be to expose a static property off of the Application which simply returns the event aggregator and then use that to access the IEventAggregator in your platform projects</p>","null","null","2","null","2016-05-16 14:46:13.660 UTC","null","2016-05-16 14:46:13.660 UTC","null","null","null","null","5420778","37244820","2","1","","null"
